1, 1023.31
2, 1045.44
3, 1045.44
4, 1218.29
5, 1218.87
6, 1234.64
7, 1293.05
8, 1534.91
9, 1541.97
10, 1541.97
11, 1582.26
12, 1582.26
13, 1582.26
14, 1605.95
15, 1720.47
16, 1915.44
17, 2016.24
18, 3055.20
19, 3055.20
20, 3055.20
