1	1006.82
2	1007.22
3	1009.84
4	1067.05
5	1067.05
6	1074.67
7	1079.30
8	1203.32
9	1213.73
10	1251.94
11	1262.59
12	1274.05
13	1311.19
14	1311.19
15	1391.11
16	1460.52
17	1561.18
18	1567.21
19	1567.21
20	1569.34
21	1570.37
22	1571.09
23	1575.92
24	1577.04
25	1578.57
26	1600.18
27	1602.11
28	1642.27
29	1646.06
30	1983.01
31	2888.40
32	2898.00
33	2899.20
34	2899.80
35	2899.80
